who,color,hierarchy,polity,degree,clustering-coeff,resources,innovation
465,135,7,(turtle 186),9,0.0555555555555555,-9746.862844696048,15
124,135,10,(turtle 186),14,0.0329670329670329,-98974.81237479315,12
135,135,5,(turtle 186),13,0.0128205128205128,-24068.544501026263,11
547,135,11,(turtle 186),18,0.0130718954248366,-431659.3186323931,14
411,135,13,(turtle 186),19,0.0175438596491228,-2095510.3622600837,8
630,135,12,(turtle 186),15,0.0285714285714285,-1471995.5910645046,11
475,135,5,(turtle 186),20,0.0105263157894736,6.739874957255302,12
618,135,8,(turtle 186),11,0.0181818181818181,-24407.87649570612,14
70,135,8,(turtle 186),15,0.0,-589974.9507787236,10
876,135,1,(turtle 186),19,0.023391812865497,-595050.0534941861,7
736,135,6,(turtle 186),12,0.0,-52899.10661663783,19
561,135,12,(turtle 186),20,0.0157894736842105,-4270697.930444465,8
822,135,12,(turtle 186),21,0.0047619047619047,-4019668.7720892825,7
584,135,7,(turtle 186),18,0.0261437908496732,-177767.27540999578,13
816,135,7,(turtle 186),10,0.0,-44900.51187521783,12
891,135,7,(turtle 186),11,0.0363636363636363,-487796.4304032611,9
696,135,5,(turtle 186),14,0.0,-157441.90469175435,8
78,135,5,(turtle 186),7,0.0,-62337.77698586944,9
513,135,9,(turtle 186),19,0.0116959064327485,-8070307.987612493,11
60,135,5,(turtle 186),13,0.0256410256410256,-110842.26486061116,12
469,135,3,(turtle 186),14,0.0219780219780219,6.488376412635032,9
932,135,8,(turtle 186),15,0.0095238095238095,-283026.13493095944,12
479,135,3,(turtle 186),6,0.0,-1274.473447117139,13
454,135,6,(turtle 186),14,0.0,-201361.67654609744,9
33,135,6,(turtle 186),14,0.0109890109890109,-875741.3298638549,9
575,135,3,(turtle 186),23,0.0039525691699604,-1153838.0506027043,5
131,135,5,(turtle 186),11,0.0363636363636363,-18.67836425762174,11
903,135,7,(turtle 186),12,0.0303030303030303,-116405.67908832784,12
609,135,9,(turtle 186),20,0.0210526315789473,-2381660.04060045,9
295,135,3,(turtle 186),9,0.0,3.795052225356916,13
578,135,8,(turtle 186),22,0.0173160173160173,-88519.59336872565,9
210,135,10,(turtle 186),13,0.0128205128205128,-47424.05599608111,13
737,135,5,(turtle 186),12,0.0303030303030303,5.960514880452672,15
35,135,7,(turtle 186),14,0.0,-278607.2804473759,11
367,135,8,(turtle 186),13,0.0128205128205128,-282127.43794695614,7
158,135,12,(turtle 186),21,0.0142857142857142,-22648646.215355366,11
329,135,8,(turtle 186),19,0.0058479532163742,-745917.1483744584,8
298,135,4,(turtle 186),21,0.0142857142857142,-529485.2112808737,6
913,135,5,(turtle 186),12,0.0,-142014.89763870343,8
255,135,6,(turtle 186),11,0.0181818181818181,-749614.0982586353,9
355,135,6,(turtle 186),15,0.0095238095238095,-8.257429223049428,7
951,135,7,(turtle 186),14,0.0109890109890109,-139206.88288919345,11
797,135,11,(turtle 186),19,0.0116959064327485,-1436105.6064595263,7
827,135,7,(turtle 186),10,0.0,-289557.4394378583,10
262,135,8,(turtle 186),12,0.0,-673654.2609965713,10
118,135,11,(turtle 186),14,0.0,-435437.0422280262,14
328,135,10,(turtle 186),15,0.019047619047619,-239348.9110853891,7
487,135,8,(turtle 186),13,0.0128205128205128,-582219.820270665,12
32,135,4,(turtle 186),8,0.0714285714285714,-85534.05353219161,11
893,135,6,(turtle 186),12,0.0,7.077285657961711,18
967,135,11,(turtle 186),18,0.0065359477124183,-2397524.3025001986,9
638,135,0,(turtle 186),7,0.0,-106517.23128567536,10
552,135,5,(turtle 186),13,0.0128205128205128,-44245.62922359494,10
770,135,6,(turtle 186),10,0.0,-332057.60027866275,11
193,135,6,(turtle 186),9,0.0277777777777777,-12299.301599502984,12
500,135,6,(turtle 186),17,0.0294117647058823,-855719.337707126,7
76,135,4,(turtle 186),6,0.0,-6523.010528166863,11
254,135,1,(turtle 186),11,0.0,23.680877163512243,16
759,135,8,(turtle 186),19,0.0116959064327485,-337758.6439594956,7
938,135,9,(turtle 186),14,0.0109890109890109,-207522.4507316829,10
534,135,2,(turtle 186),8,0.0,6.310877422276468,14
50,135,10,(turtle 186),13,0.0512820512820512,-312161.5414119032,10
302,135,9,(turtle 186),27,0.0199430199430199,-4001841.041822584,6
323,135,9,(turtle 186),16,0.0083333333333333,-602056.6009878739,10
162,135,8,(turtle 186),15,0.019047619047619,-541686.6179784079,9
909,135,11,(turtle 186),15,0.019047619047619,-21880583.73820932,9
545,135,11,(turtle 186),16,0.0333333333333333,-973615.6446546644,13
992,135,7,(turtle 186),11,0.0181818181818181,-549260.9962899849,8
269,135,12,(turtle 186),17,0.0294117647058823,-902964.0153325212,13
402,135,2,(turtle 186),18,0.0130718954248366,-362.55682427831226,9
47,135,6,(turtle 186),11,0.0909090909090909,-249039.3162289434,10
969,135,11,(turtle 186),14,0.0219780219780219,-509957.365767007,9
343,135,7,(turtle 186),9,0.0,-431172.3723559189,14
336,135,10,(turtle 186),12,0.0454545454545454,-299533.1730678773,10
406,135,3,(turtle 186),29,0.0073891625615763,-2273429.285831881,0
379,135,9,(turtle 186),19,0.0409356725146198,-714127.9026174806,11
763,135,14,(turtle 186),20,0.0105263157894736,-7633886.506256039,9
830,135,9,(turtle 186),11,0.0363636363636363,-395365.1986005368,9
675,135,6,(turtle 186),10,0.0444444444444444,-372785.0742068342,15
886,135,3,(turtle 186),19,0.0292397660818713,-3747.403139069897,7
697,135,8,(turtle 186),11,0.0,-91176.4195075297,14
864,135,9,(turtle 186),17,0.0,-333782.86875905545,9
948,135,4,(turtle 186),20,0.0105263157894736,-143439.569767821,4
389,135,13,(turtle 186),18,0.0065359477124183,-2379831.770537541,5
557,135,15,(turtle 186),30,0.0229885057471264,-23261157.307231,3
666,135,6,(turtle 186),11,0.0181818181818181,-539190.6602507187,14
34,135,4,(turtle 186),11,0.0,5.616049184513917,12
8,135,10,(turtle 186),19,0.023391812865497,-2590480.9995194823,8
768,135,5,(turtle 186),6,0.0,-67151.78569694656,16
798,135,11,(turtle 186),15,0.0095238095238095,-120564.91068462898,12
643,135,7,(turtle 186),11,0.0363636363636363,-238688.93713607045,12
393,135,0,(turtle 186),6,0.0,-214969.84546486932,9
404,135,2,(turtle 186),5,0.0,3.521267922517027,15
227,135,5,(turtle 186),8,0.0,-100140.18209887129,10
572,135,6,(turtle 186),11,0.0363636363636363,3.1098427208313626,18
601,135,4,(turtle 186),6,0.0,-355961.46089312504,16
664,135,4,(turtle 186),9,0.0,-551369.940065587,12
974,135,10,(turtle 186),16,0.0166666666666666,-275592.8048664894,13
860,135,7,(turtle 186),14,0.0109890109890109,-156952.807662685,12
508,135,5,(turtle 186),23,0.0118577075098814,-276152.05809018307,5
537,135,14,(turtle 186),24,0.0217391304347826,-6363954.174708269,7
413,135,8,(turtle 186),10,0.0444444444444444,-709113.7621726549,10
3,135,8,(turtle 186),12,0.0151515151515151,-102976.63206857616,13
684,135,10,(turtle 186),17,0.0,-307229.13168578787,8
713,135,9,(turtle 186),10,0.0,-345699.59919786145,10
953,135,7,(turtle 186),18,0.0326797385620915,-1189665.5824726222,10
9,135,7,(turtle 186),15,0.0095238095238095,-281383.8491998721,10
319,135,2,(turtle 186),5,0.1,-65265.12543430607,11
654,135,3,(turtle 186),5,0.0,-252587.69303839523,14
147,135,8,(turtle 186),13,0.0,-395642.64057054126,7
505,135,2,(turtle 186),15,0.019047619047619,-1600890.4278417015,9
660,135,6,(turtle 186),14,0.0109890109890109,-466109.1601245284,8
785,135,11,(turtle 186),15,0.019047619047619,-1388528.5156607002,9
800,135,3,(turtle 186),7,0.0,3.829821171517091,17
772,135,11,(turtle 186),15,0.0095238095238095,-651252.2249296957,7
731,135,10,(turtle 186),18,0.0130718954248366,-626785.3257439481,12
325,135,11,(turtle 186),22,0.0129870129870129,-428495.27272916096,10
435,135,9,(turtle 186),16,0.0166666666666666,-7959.030564449713,9
663,135,10,(turtle 186),18,0.0130718954248366,-154612.9345157603,13
490,135,8,(turtle 186),14,0.0219780219780219,-271939.9113197482,11
718,135,6,(turtle 186),13,0.0128205128205128,-16187.555338518903,12
527,135,2,(turtle 186),12,0.0151515151515151,-7515.45892936369,8
359,135,1,(turtle 186),32,0.0100806451612903,-8513202.057813656,4
662,135,5,(turtle 186),9,0.0277777777777777,-177509.90270288207,14
86,135,13,(turtle 186),19,0.0116959064327485,-24184752.024334174,5
591,135,0,(turtle 186),33,0.0208333333333333,-174054349.88842437,5
187,135,6,(turtle 186),10,0.0,-409035.98508259305,9
509,135,7,(turtle 186),14,0.0109890109890109,-15890.72654789279,12
807,135,5,(turtle 186),9,0.0,-18796.95896380881,9
126,135,8,(turtle 186),15,0.019047619047619,-106252.72911367827,10
743,135,6,(turtle 186),11,0.0,-34167.54415681627,11
472,135,5,(turtle 186),8,0.0357142857142857,-74315.40469233623,11
425,135,11,(turtle 186),17,0.0147058823529411,-647263.4168970737,14
116,135,7,(turtle 186),11,0.0727272727272727,-24116.880502061933,13
582,135,3,(turtle 186),7,0.0,-2289.4328790239947,12
15,135,6,(turtle 186),8,0.0,-161543.85462890443,10
892,135,4,(turtle 186),9,0.0277777777777777,-246.18945220759568,10
961,135,12,(turtle 186),21,0.0142857142857142,-1988265.830425252,7
829,135,5,(turtle 186),8,0.0,3.005829726562684,14
764,135,8,(turtle 186),11,0.0,-297582.7172976783,10
843,135,4,(turtle 186),10,0.0,-3584.4331262845726,13
970,135,9,(turtle 186),11,0.0181818181818181,-979389.8267804494,11
837,135,11,(turtle 186),26,0.0215384615384615,-4978614.423954831,7
291,135,7,(turtle 186),13,0.0128205128205128,7.426258834140265,13
690,135,9,(turtle 186),13,0.0,-14799.155774511615,14
107,135,10,(turtle 186),19,0.0058479532163742,-2153325.839917252,7
248,135,5,(turtle 186),15,0.0095238095238095,-363723.7035912181,9
101,135,7,(turtle 186),12,0.0151515151515151,-58007.85921870657,10
140,135,0,(turtle 186),25,0.03,-26378618.783325102,6
634,135,9,(turtle 186),15,0.019047619047619,-795125.8784156693,17
141,135,11,(turtle 186),15,0.0476190476190476,-956416.1494208768,10
840,135,6,(turtle 186),14,0.0109890109890109,-1441932.058052021,8
640,135,5,(turtle 186),9,0.0,-541.2456974370141,18
846,135,3,(turtle 186),5,0.0,-84.74474198475933,11
245,135,4,(turtle 186),12,0.0,-269677.7586887324,12
229,135,9,(turtle 186),15,0.0285714285714285,-1009108.7310365866,8
503,135,6,(turtle 186),10,0.0222222222222222,-180728.61810174867,9
692,135,11,(turtle 186),19,0.0116959064327485,-1738292.5043146622,7
344,135,3,(turtle 186),9,0.0277777777777777,-98128.18534790524,10
586,135,6,(turtle 186),9,0.0277777777777777,-296711.29174675123,9
134,135,9,(turtle 186),19,0.0058479532163742,-968773.5910199892,7
637,135,11,(turtle 186),12,0.0303030303030303,-290238.901859085,9
902,135,8,(turtle 186),18,0.0130718954248366,3.17023447427474,11
286,135,3,(turtle 186),17,0.0147058823529411,49.67156833274064,15
4,135,6,(turtle 186),12,0.0151515151515151,-401217.3341497856,9
734,135,5,(turtle 186),14,0.0109890109890109,8.539719265379194,17
844,135,9,(turtle 186),12,0.0151515151515151,-439692.6874554486,9
7,135,12,(turtle 186),18,0.0130718954248366,-5101933.275423749,9
632,135,4,(turtle 186),10,0.0444444444444444,-142798.19887889497,9
693,135,10,(turtle 186),16,0.0333333333333333,-870337.1610368411,10
88,135,11,(turtle 186),17,0.0073529411764705,-645221.6048737159,10
128,135,10,(turtle 186),19,0.023391812865497,-335760.44019838923,10
53,135,5,(turtle 186),15,0.0,6.670950067967388,10
498,135,3,(turtle 186),4,0.0,-125.20309148162924,9
916,135,9,(turtle 186),23,0.0079051383399209,-164054.78439782804,6
322,135,7,(turtle 186),14,0.0219780219780219,-28127.663168668943,11
516,135,0,(turtle 186),10,0.0,-2320118.4168467564,9
921,135,4,(turtle 186),15,0.019047619047619,-733751.2736421685,12
957,135,7,(turtle 186),16,0.025,-893.1065858264726,18
288,135,7,(turtle 186),27,0.0199430199430199,-2250945.179514776,3
751,135,12,(turtle 186),16,0.0083333333333333,-1636813.6382804464,12
686,135,6,(turtle 186),14,0.0329670329670329,-340470.8274334067,11
41,135,10,(turtle 186),14,0.0,-248142.8275234147,9
881,135,11,(turtle 186),21,0.0238095238095238,-399820.82110513526,13
109,135,9,(turtle 186),10,0.0222222222222222,-716587.353539468,14
989,135,12,(turtle 186),21,0.019047619047619,-2661215.7450576304,11
184,135,6,(turtle 186),13,0.0,-955223.4856003504,9
366,135,0,(turtle 186),19,0.0058479532163742,-3984543.114697781,5
633,135,15,(turtle 186),26,0.0184615384615384,-33457716.056016497,6
703,135,7,(turtle 186),14,0.0329670329670329,-565392.1976251435,9
580,135,7,(turtle 186),20,0.0157894736842105,-610568.9922080049,7
431,135,4,(turtle 186),12,0.0,-7265.501617059811,9
233,135,5,(turtle 186),11,0.0545454545454545,74.04901352446542,16
156,135,9,(turtle 186),17,0.0147058823529411,-1860223.7672534788,10
150,135,7,(turtle 186),16,0.0166666666666666,-379760.34955195576,8
241,135,3,(turtle 186),12,0.0,-1158253.0956687003,11
935,135,7,(turtle 186),12,0.0151515151515151,-3575.6749141132964,9
999,135,7,(turtle 186),13,0.0256410256410256,-372043.7438299453,10
949,135,7,(turtle 186),15,0.0095238095238095,-461564.8758259304,8
560,135,3,(turtle 186),8,0.0357142857142857,-7023.466201764868,17
605,135,6,(turtle 186),12,0.0151515151515151,-810971.9140141252,9
12,135,9,(turtle 186),14,0.0219780219780219,-421637.3563493135,9
672,135,14,(turtle 186),33,0.0018939393939393,-8147469.114424723,0
628,135,1,(turtle 186),11,0.0,-153739.56080803426,8
861,135,3,(turtle 186),13,0.0,-242444.4289005056,8
729,135,7,(turtle 186),11,0.0,-49670.6222471143,10
342,135,9,(turtle 186),14,0.0219780219780219,-929199.9539944656,10
363,135,5,(turtle 186),20,0.0157894736842105,-518858.60632405325,6
253,135,13,(turtle 186),31,0.0193548387096774,-9676593.793802677,5
450,135,13,(turtle 186),19,0.0175438596491228,-1098920.7170842262,13
87,135,6,(turtle 186),14,0.0219780219780219,-981162.5940121008,12
448,135,7,(turtle 186),14,0.0219780219780219,-220065.70779186097,12
665,135,10,(turtle 186),13,0.0,-540447.3810809288,10
710,135,9,(turtle 186),17,0.0220588235294117,-171824.14873729312,7
735,135,2,(turtle 186),7,0.0,8.336321180773064,15
804,135,13,(turtle 186),19,0.0116959064327485,-4065658.286026101,10
659,135,5,(turtle 186),13,0.0256410256410256,2.8900619854863647,16
907,135,6,(turtle 186),9,0.0,-6914.395843510706,13
642,135,13,(turtle 186),22,0.0216450216450216,-3425404.4553071163,12
600,135,4,(turtle 186),7,0.0,-237738.1391301285,10
976,135,4,(turtle 186),15,0.0,-1147281.814499785,10
810,135,3,(turtle 186),12,0.0,-711023.2025162699,9
167,135,6,(turtle 186),13,0.0,-153433.35787217942,10
652,135,9,(turtle 186),14,0.0109890109890109,-271849.6558173125,9
410,135,11,(turtle 186),15,0.0095238095238095,-256507.5314418943,9
496,135,5,(turtle 186),25,0.02,-514730.3929508008,5
20,135,6,(turtle 186),8,0.0714285714285714,-233520.59657913187,9
585,135,4,(turtle 186),7,0.0,3.990925225319015,12
587,135,9,(turtle 186),15,0.019047619047619,-102238.80975187528,17
606,135,1,(turtle 186),33,0.0189393939393939,-13772122.951438371,4
220,135,6,(turtle 186),15,0.019047619047619,-12577.38100656986,10
307,135,0,(turtle 186),20,0.0105263157894736,-13351376.183848564,8
289,135,7,(turtle 186),12,0.0,-150182.6061184688,10
515,135,8,(turtle 186),12,0.0,-61966.46114292936,13
761,135,10,(turtle 186),12,0.0151515151515151,-1096114.7502323329,7
962,135,6,(turtle 186),15,0.0095238095238095,-182583.71674729307,12
335,135,7,(turtle 186),11,0.0,-12489.358563072612,16
401,135,10,(turtle 186),12,0.0,-679992.9636933731,12
944,135,8,(turtle 186),16,0.0083333333333333,-155791.86912567358,10
420,135,3,(turtle 186),15,0.0095238095238095,-24.193891199168867,10
256,135,6,(turtle 186),9,0.0277777777777777,-210697.6716657433,13
341,135,6,(turtle 186),16,0.0166666666666666,-1779549.2684357895,4
264,135,7,(turtle 186),11,0.0,-98224.63188439544,8
850,135,5,(turtle 186),12,0.0303030303030303,-16377.015897072251,14
166,135,3,(turtle 186),15,0.0095238095238095,-940692.4595618905,6
848,135,9,(turtle 186),11,0.0,-269919.900054281,12
313,135,5,(turtle 186),14,0.0659340659340659,-2354543.0652083503,9
11,135,8,(turtle 186),10,0.0,-51985.61624283309,11
730,135,8,(turtle 186),16,0.0166666666666666,-707385.6425489596,12
576,135,11,(turtle 186),14,0.0,-1029433.148156508,11
706,135,5,(turtle 186),10,0.0222222222222222,-195170.3134662187,10
688,135,9,(turtle 186),12,0.0,-190841.78680859203,12
819,135,3,(turtle 186),6,0.0,-15279.900985267086,14
423,135,10,(turtle 186),16,0.0,-215833.56849629825,12
717,135,9,(turtle 186),16,0.0333333333333333,-706270.970014404,10
571,135,11,(turtle 186),14,0.0329670329670329,-642891.6619915022,10
973,135,10,(turtle 186),16,0.0,-192708.68939798253,9
172,135,9,(turtle 186),17,0.0073529411764705,-299602.3897487895,13
929,135,12,(turtle 186),15,0.0476190476190476,-749296.3859885815,12
305,135,9,(turtle 186),14,0.0109890109890109,-523025.3487106445,9
721,135,11,(turtle 186),22,0.0173160173160173,-1279929.532793756,8
232,135,7,(turtle 186),12,0.0303030303030303,-1198.5176506873922,17
681,135,7,(turtle 186),9,0.0,-70359.33714737839,12
594,135,12,(turtle 186),19,0.0175438596491228,-1612472.2072490936,8
908,135,7,(turtle 186),12,0.0,-333638.4908830311,8
29,135,7,(turtle 186),13,0.0384615384615384,-34841.317672442885,14
97,135,12,(turtle 186),18,0.0130718954248366,-21656059.200198185,10
998,135,4,(turtle 186),8,0.0357142857142857,-92080.37776888337,10
459,135,10,(turtle 186),14,0.0109890109890109,-406030.0045393729,12
750,135,2,(turtle 186),6,0.0,5.033940449546978,15
523,135,9,(turtle 186),15,0.019047619047619,-43776.18988472556,11
842,135,9,(turtle 186),18,0.0130718954248366,-37350.7765353986,11
879,135,5,(turtle 186),10,0.0666666666666666,-461354.94265556056,7
14,135,4,(turtle 186),11,0.0363636363636363,7.4432273552286174,14
520,135,9,(turtle 186),17,0.0073529411764705,-554087.8111593577,8
565,135,3,(turtle 186),7,0.0,11.510903482974337,14
388,135,5,(turtle 186),11,0.0181818181818181,-11629.149818103268,13
460,135,6,(turtle 186),14,0.0,-201509.0207635316,7
212,135,8,(turtle 186),11,0.0363636363636363,-84955.27054137284,14
491,135,7,(turtle 186),10,0.0,-11125.959787932698,13
357,135,7,(turtle 186),10,0.0222222222222222,-1505589.2741815448,10
190,135,7,(turtle 186),11,0.0181818181818181,-122384.45038936066,9
573,135,8,(turtle 186),15,0.019047619047619,-155070.2871870668,14
231,135,7,(turtle 186),12,0.0,-9339.96927880738,15
67,135,11,(turtle 186),22,0.0303030303030303,-327945.0732486008,20
741,135,5,(turtle 186),9,0.0,70.87581411452072,14
257,135,1,(turtle 186),19,0.0116959064327485,-1450496.2581228898,8
19,135,13,(turtle 186),21,0.0,-11940354.063814878,10
421,135,8,(turtle 186),15,0.019047619047619,-304915.75079305423,10
457,135,15,(turtle 186),24,0.0108695652173913,-23601844.4178215,7
69,135,10,(turtle 186),13,0.0256410256410256,-352657.24041428603,8
283,135,11,(turtle 186),19,0.023391812865497,-1148797.981879464,7
742,135,11,(turtle 186),22,0.0086580086580086,-4803408.904050832,11
701,135,4,(turtle 186),15,0.019047619047619,2.708210186760755,15
570,135,7,(turtle 186),15,0.0095238095238095,-1252731.183026599,11
796,135,6,(turtle 186),9,0.0,-144074.23012271308,10
538,135,9,(turtle 186),17,0.0,-607999.5905887347,13
728,135,9,(turtle 186),12,0.0,-218196.32345233683,10
971,135,5,(turtle 186),11,0.0,-16188.177437070985,14
395,135,6,(turtle 186),12,0.0,-25257.15407446304,13
46,135,8,(turtle 186),11,0.0363636363636363,-82597.4616115055,14
138,135,8,(turtle 186),16,0.025,-499856.3295081936,10
619,135,2,(turtle 186),9,0.0,-18635.329955807752,8
841,135,7,(turtle 186),12,0.0,-92069.7554235382,13
197,135,5,(turtle 186),9,0.0,-371130.8764626647,9
536,135,5,(turtle 186),7,0.1428571428571428,-48671.40059486474,13
142,135,12,(turtle 186),23,0.0197628458498023,-1017162.646866987,5
81,135,7,(turtle 186),10,0.0222222222222222,-116332.60171865442,10
884,135,5,(turtle 186),12,0.0,-304346.94022405817,9
917,135,11,(turtle 186),18,0.0196078431372549,-533776.4574134393,10
113,135,6,(turtle 186),14,0.0,-6.576949100398275,16
782,135,7,(turtle 186),14,0.0329670329670329,-818780.9403128973,12
556,135,4,(turtle 186),9,0.0277777777777777,29.9667105893674,19
985,135,7,(turtle 186),9,0.0277777777777777,-57939.899758776,11
687,135,6,(turtle 186),11,0.0,-434817.3102021384,11
42,135,8,(turtle 186),13,0.0,-96335.81433125888,14
271,135,10,(turtle 186),20,0.0263157894736842,-1281704.8266964203,10
880,135,0,(turtle 186),30,0.0091954022988505,-56973733.98283579,5
476,135,8,(turtle 186),15,0.0285714285714285,-313749.4995487998,17
278,135,13,(turtle 186),27,0.0199430199430199,-3191915.7705657105,5
348,135,8,(turtle 186),16,0.0,-192531.5377393626,11
702,135,9,(turtle 186),13,0.0128205128205128,-524429.7114827791,10
801,135,5,(turtle 186),12,0.0,-935597.2441763596,13
769,135,6,(turtle 186),8,0.0,-1930795.1495359463,13
133,135,12,(turtle 186),23,0.0118577075098814,-3986464.15215446,10
747,135,5,(turtle 186),11,0.0181818181818181,-233435.89648800984,10
790,135,10,(turtle 186),14,0.0109890109890109,-510344.83941603446,10
195,135,8,(turtle 186),18,0.0065359477124183,-473386.8316920302,10
471,135,5,(turtle 186),13,0.0256410256410256,7.022460744423345,19
28,135,7,(turtle 186),8,0.0714285714285714,-439521.8768626072,10
981,135,7,(turtle 186),14,0.0219780219780219,-78924.45929542588,9
581,135,8,(turtle 186),16,0.0,-302836.8768608349,7
492,135,7,(turtle 186),11,0.0363636363636363,-14668.422459072472,17
481,135,13,(turtle 186),18,0.0392156862745098,-6957912.24555546,8
940,135,6,(turtle 186),16,0.0166666666666666,-980747.0909518492,6
966,135,10,(turtle 186),23,0.0316205533596837,-733574.34075562,9
57,135,3,(turtle 186),20,0.0105263157894736,-1893267.687850015,7
705,135,8,(turtle 186),9,0.0,-341341.8665211953,9
982,135,12,(turtle 186),25,0.0166666666666666,-5715316.756270462,2
531,135,9,(turtle 186),14,0.0109890109890109,-733343.8574578529,13
13,135,6,(turtle 186),14,0.0,-3835.4004045954966,10
273,135,10,(turtle 186),14,0.0,-297800.8501146116,17
470,135,9,(turtle 186),13,0.0256410256410256,-281619.32967988524,11
991,135,11,(turtle 186),17,0.0147058823529411,-16529418.389254084,8
918,135,4,(turtle 186),23,0.0118577075098814,-58535.71369284147,7
725,135,8,(turtle 186),12,0.0151515151515151,-689896.7292521033,9
380,135,5,(turtle 186),13,0.0128205128205128,-61.59511679185338,15
213,135,10,(turtle 186),17,0.0073529411764705,-684985.8002378865,8
544,135,7,(turtle 186),21,0.0095238095238095,-122518.26148438548,10
387,135,8,(turtle 186),14,0.0,-926.3561791932674,17
778,135,11,(turtle 186),33,0.0113636363636363,-3776138.400972513,6
507,135,14,(turtle 186),17,0.0147058823529411,-9013164.565179156,6
945,135,9,(turtle 186),15,0.019047619047619,-358733.5855431126,11
51,135,9,(turtle 186),17,0.0367647058823529,-377892.4606799996,8
38,135,13,(turtle 186),18,0.0065359477124183,-5396626.083587496,11
399,135,7,(turtle 186),19,0.0116959064327485,-31049.221305853232,8
504,135,6,(turtle 186),8,0.0357142857142857,-35152.312829315706,11
1,135,7,(turtle 186),17,0.0,-8025.454909747271,11
645,135,3,(turtle 186),8,0.0,-345921.6837442313,10
372,135,8,(turtle 186),12,0.0,-230771.7807286913,5
228,135,11,(turtle 186),15,0.0095238095238095,-1724482.0898736955,11
996,135,4,(turtle 186),23,0.0079051383399209,-3190952.4040092407,9
599,135,11,(turtle 186),22,0.0086580086580086,-404176.0699662726,7
928,135,8,(turtle 186),10,0.0222222222222222,-201589.4791458587,8
275,135,8,(turtle 186),14,0.0109890109890109,-220991.99106728975,9
258,135,13,(turtle 186),16,0.0083333333333333,-5772276.808297484,10
720,135,5,(turtle 186),8,0.0,-4600.35238792831,11
188,135,6,(turtle 186),8,0.0,-15009.153013661386,12
762,135,10,(turtle 186),17,0.0147058823529411,-927996.5860983172,5
722,135,4,(turtle 186),9,0.0,-42489.44603561855,11
268,135,12,(turtle 186),18,0.0130718954248366,-5956923.883466657,11
337,135,12,(turtle 186),17,0.0073529411764705,-2009943.7979146652,7
749,135,5,(turtle 186),6,0.0666666666666666,-34615.4132087417,11
964,135,6,(turtle 186),16,0.0083333333333333,-1055632.9666719064,16
244,135,5,(turtle 186),10,0.0222222222222222,-139510.70946390275,14
287,135,3,(turtle 186),8,0.0357142857142857,139.41989784266505,16
71,135,5,(turtle 186),14,0.0109890109890109,-816339.5719763497,8
123,135,9,(turtle 186),15,0.0476190476190476,-320878.8642402139,17
219,135,9,(turtle 186),11,0.0,-461624.3105828749,6
317,135,4,(turtle 186),14,0.0,5.493163442952422,9
484,135,8,(turtle 186),17,0.0220588235294117,-2167997.9265201404,11
765,135,4,(turtle 186),11,0.0,-128.49133535472615,11
784,135,6,(turtle 186),14,0.0109890109890109,-19603.154839756306,13
653,135,9,(turtle 186),14,0.0109890109890109,-339430.8851297007,11
104,135,12,(turtle 186),24,0.0108695652173913,-2844509.828497067,5
332,135,11,(turtle 186),19,0.0058479532163742,-1449843.9990979698,8
164,135,9,(turtle 186),13,0.0,-1057314.9602715534,8
806,135,8,(turtle 186),18,0.0130718954248366,-31635.34149515666,13
153,135,11,(turtle 186),18,0.0130718954248366,-497350.3147969029,7
350,135,6,(turtle 186),15,0.0,-337236.5291945189,8
649,135,10,(turtle 186),19,0.0350877192982456,-183929.8998665008,7
562,135,5,(turtle 186),8,0.0,3.5781172308261664,16
398,135,5,(turtle 186),19,0.0292397660818713,-106807.83399705688,7
952,135,6,(turtle 186),15,0.0095238095238095,-397013.4105165071,9
849,135,10,(turtle 186),11,0.0,-387025.8120340246,13
455,135,4,(turtle 186),8,0.0,5.72838320315352,17
745,135,11,(turtle 186),13,0.0,-1404268.5796593216,5
978,135,8,(turtle 186),12,0.0151515151515151,-285291.16202733194,9
293,135,0,(turtle 186),20,0.0105263157894736,-17245016.396294937,8
494,135,9,(turtle 186),13,0.0384615384615384,-66266.47891148532,10
91,135,10,(turtle 186),18,0.0130718954248366,-865882.3956285829,9
529,135,7,(turtle 186),11,0.0181818181818181,-672251.9469613917,10
933,135,6,(turtle 186),14,0.0329670329670329,-54783.034816610205,16
161,135,7,(turtle 186),10,0.0,-409940.9128137596,11
175,135,6,(turtle 186),14,0.0109890109890109,-96904.70701191956,12
977,135,5,(turtle 186),16,0.025,-1605193.598257471,10
279,135,16,(turtle 186),31,0.0129032258064516,-42979698.46061748,6
715,135,7,(turtle 186),18,0.0326797385620915,-101676.01196452572,9
424,135,7,(turtle 186),21,0.0142857142857142,-267070.0156919518,7
611,135,9,(turtle 186),19,0.023391812865497,-189965.05440626547,9
862,135,8,(turtle 186),17,0.0073529411764705,-204282.26019585133,7
177,135,1,(turtle 186),18,0.0,-3071582.681274177,8
823,135,11,(turtle 186),16,0.0083333333333333,-653908.415744357,13
478,135,7,(turtle 186),9,0.0277777777777777,-149776.73878891885,11
791,135,3,(turtle 186),6,0.0,-21.646578019168945,12
40,135,6,(turtle 186),23,0.0197628458498023,-586630.352937253,6
658,135,7,(turtle 186),14,0.0109890109890109,-994249.023323184,10
608,135,9,(turtle 186),17,0.0441176470588235,-357653.0917859273,11
