who,color,hierarchy,polity,degree,clustering-coeff,resources,innovation
726,135,8,(turtle 186),18,0.0,-14084.717645187133,15
699,135,7,(turtle 186),10,0.0444444444444444,-256098.08264329832,8
102,135,5,(turtle 186),10,0.0,-117781.60626250644,12
415,135,2,(turtle 186),14,0.0,-298983.01003929385,9
434,135,12,(turtle 186),15,0.0,-2421533.3320948286,11
394,135,8,(turtle 186),18,0.0326797385620915,-282835.00958497333,12
103,135,5,(turtle 186),14,0.0439560439560439,-196820.5180467392,16
623,135,5,(turtle 186),5,0.0,-39013.28744126783,14
937,135,5,(turtle 186),10,0.0,-228.3631140891779,15
282,135,13,(turtle 186),19,0.0058479532163742,-22047809.34469692,7
514,135,9,(turtle 186),19,0.0116959064327485,-987457.2533753772,7
23,135,6,(turtle 186),12,0.0303030303030303,-17858.062423608084,9
408,135,11,(turtle 186),16,0.0416666666666666,-510131.1367407141,8
412,135,7,(turtle 186),14,0.0109890109890109,238.13455358587456,18
485,135,11,(turtle 186),16,0.025,-600915.1955943916,7
786,135,5,(turtle 186),13,0.0,-10110.823919560396,12
170,135,7,(turtle 186),17,0.0073529411764705,-71424.52540617961,10
540,135,13,(turtle 186),22,0.0173160173160173,-2470629.836057632,8
121,135,5,(turtle 186),6,0.0,-64.71288143554693,9
376,135,11,(turtle 186),15,0.0095238095238095,-718959.7741911679,13
869,135,11,(turtle 186),17,0.0147058823529411,-1116531.6774026037,9
887,135,9,(turtle 186),12,0.0,-739803.191751198,10
867,135,10,(turtle 186),25,0.0333333333333333,-186029066.80420032,9
851,135,10,(turtle 186),14,0.0549450549450549,-826955.4242161023,7
169,135,0,(turtle 186),20,0.0105263157894736,-20076350.237045564,9
495,135,8,(turtle 186),15,0.0,-1863737.85748905,8
280,135,13,(turtle 186),20,0.0157894736842105,-1381985.345893195,8
894,135,7,(turtle 186),15,0.0380952380952381,-30334.258037973406,7
906,135,5,(turtle 186),14,0.0439560439560439,-341845.1003064915,12
832,135,8,(turtle 186),16,0.0166666666666666,-209234.67701112668,7
347,135,11,(turtle 186),15,0.0095238095238095,-748509.9681291084,9
792,135,8,(turtle 186),14,0.0439560439560439,-307866.54540214594,8
72,135,6,(turtle 186),12,0.0151515151515151,-22818.879903157107,10
984,135,12,(turtle 186),19,0.0175438596491228,-661369.9181065493,8
321,135,11,(turtle 186),21,0.0238095238095238,-354677.06050138763,8
178,135,13,(turtle 186),19,0.0175438596491228,-3307625.3660607208,10
429,135,4,(turtle 186),11,0.0363636363636363,-185139.9856701484,10
694,135,10,(turtle 186),22,0.0129870129870129,-1259138.8283989397,8
910,135,5,(turtle 186),12,0.0151515151515151,-483031.70586173015,16
888,135,8,(turtle 186),10,0.0222222222222222,-161309.7361164415,12
468,135,10,(turtle 186),11,0.0,-389175.1638854634,13
436,135,7,(turtle 186),11,0.0,-129544.33681469958,9
39,135,9,(turtle 186),15,0.0095238095238095,-280733.38436740753,15
56,135,3,(turtle 186),14,0.0109890109890109,-219046.3501572169,7
168,135,6,(turtle 186),17,0.0147058823529411,-281719.08229373,7
266,135,2,(turtle 186),16,0.0,-31451.906472936786,7
265,135,11,(turtle 186),16,0.0166666666666666,-1068463.310147925,9
818,135,7,(turtle 186),12,0.0151515151515151,-18416.807660358823,17
946,135,5,(turtle 186),10,0.0,-269430.9048317849,10
617,135,10,(turtle 186),16,0.0,-193526.97074077465,14
655,135,7,(turtle 186),14,0.0109890109890109,-269068.5350136964,9
651,135,7,(turtle 186),14,0.0109890109890109,-1267400.3545598371,10
285,135,6,(turtle 186),16,0.0166666666666666,-83.23973180799882,16
440,135,8,(turtle 186),13,0.0256410256410256,-259526.2803692477,12
369,135,2,(turtle 186),13,0.0256410256410256,-735802.7138580242,8
155,135,10,(turtle 186),17,0.0294117647058823,-936383.5216851124,11
340,135,5,(turtle 186),11,0.0,3.414432379267903,15
972,135,10,(turtle 186),15,0.0285714285714285,-707028.0524398842,9
975,135,5,(turtle 186),12,0.0606060606060606,-175099.73350659185,10
757,135,7,(turtle 186),12,0.0303030303030303,-237090.25097705427,10
148,135,17,(turtle 186),33,0.0151515151515151,-144215180.52990875,0
74,135,8,(turtle 186),17,0.0147058823529411,-493942.0155290286,13
787,135,10,(turtle 186),17,0.0367647058823529,-585580.3562144253,10
216,135,7,(turtle 186),10,0.0222222222222222,-134811.06260189385,10
854,135,5,(turtle 186),9,0.0277777777777777,2.838348066045378,19
299,135,9,(turtle 186),14,0.0,-499509.8797917522,8
896,135,6,(turtle 186),8,0.0,-98578.0000542755,9
625,135,10,(turtle 186),20,0.0052631578947368,-2855355.81307112,9
252,135,10,(turtle 186),14,0.0219780219780219,-321450.3879330166,12
234,135,4,(turtle 186),11,0.0,-9427.501369436526,8
480,135,11,(turtle 186),18,0.0,-947783.6274071812,10
214,135,7,(turtle 186),15,0.019047619047619,-216552.3109745026,15
36,135,11,(turtle 186),15,0.019047619047619,-118245.31560729428,13
173,135,12,(turtle 186),21,0.0142857142857142,-1549431.9008925213,11
250,135,9,(turtle 186),12,0.0303030303030303,-275739.4971162428,10
437,135,5,(turtle 186),34,0.0106951871657754,-3941823.494012898,0
521,135,6,(turtle 186),9,0.0277777777777777,4.145352620699199,21
84,135,4,(turtle 186),12,0.0303030303030303,7.95774922464512,10
835,135,2,(turtle 186),23,0.0276679841897233,-725969.4769917578,0
614,135,9,(turtle 186),17,0.0073529411764705,-351863.7425229137,9
458,135,8,(turtle 186),22,0.0129870129870129,-576489.8311744792,6
318,135,7,(turtle 186),8,0.0,-734666.0904475632,11
583,135,2,(turtle 186),4,0.0,-132166.2161544285,16
48,135,7,(turtle 186),10,0.0222222222222222,-110390.8187642456,10
669,135,11,(turtle 186),16,0.0166666666666666,-950535.8684350752,9
159,135,9,(turtle 186),16,0.0083333333333333,-157489.22679150006,12
558,135,3,(turtle 186),8,0.0357142857142857,3.4282197761285174,16
943,135,8,(turtle 186),17,0.0,-179475.34236648824,11
553,135,8,(turtle 186),15,0.0380952380952381,-758334.3091274797,12
635,135,5,(turtle 186),18,0.0130718954248366,527.8525050866309,14
309,135,8,(turtle 186),8,0.0,-467665.3613847837,9
746,135,5,(turtle 186),16,0.0333333333333333,-909711.2214900396,10
68,135,6,(turtle 186),18,0.0065359477124183,-629080.9501359722,11
567,135,5,(turtle 186),12,0.0151515151515151,-78176.53592135369,11
146,135,6,(turtle 186),10,0.0222222222222222,-7999.83624425743,13
878,135,10,(turtle 186),17,0.0220588235294117,-336333.27849955123,10
680,135,5,(turtle 186),9,0.0,1.8549689556135232,9
127,135,8,(turtle 186),11,0.0181818181818181,-291500.9352134139,10
650,135,11,(turtle 186),16,0.0083333333333333,-497623.9707257413,11
799,135,4,(turtle 186),10,0.0,-75043.70418593346,10
885,135,15,(turtle 186),28,0.0105820105820105,-14607446.40177054,9
125,135,9,(turtle 186),16,0.0,-943818.357469999,8
154,135,12,(turtle 186),22,0.0129870129870129,-1771494.1076605238,9
712,135,10,(turtle 186),16,0.0166666666666666,-1109413.089061734,7
272,135,8,(turtle 186),22,0.0043290043290043,-1600962.319395987,11
261,135,9,(turtle 186),12,0.0151515151515151,-261284.31202408217,15
304,135,3,(turtle 186),8,0.0,-30.058030938306125,12
377,135,10,(turtle 186),17,0.0,-314544.17893447104,12
449,135,12,(turtle 186),16,0.0166666666666666,-1443112.5898423712,8
856,135,7,(turtle 186),9,0.0,-56001.8114395835,14
511,135,5,(turtle 186),10,0.0,-396577.0706592761,8
596,135,9,(turtle 186),12,0.0151515151515151,-221378.88032772625,9
499,135,14,(turtle 186),17,0.0294117647058823,-17633721.97336338,8
189,135,11,(turtle 186),17,0.0367647058823529,-1541402.024435732,13
543,135,3,(turtle 186),12,0.0151515151515151,8.94205622009338,19
433,135,9,(turtle 186),18,0.0065359477124183,-919250.5033986547,5
852,135,7,(turtle 186),14,0.0109890109890109,-153930.02081469237,15
290,135,4,(turtle 186),9,0.0277777777777777,-205470.75455015732,9
755,135,9,(turtle 186),15,0.0095238095238095,-434679.58311554266,13
532,135,10,(turtle 186),13,0.0384615384615384,-403984.5868752589,7
218,135,10,(turtle 186),14,0.0109890109890109,-208671.97343854187,10
441,135,8,(turtle 186),14,0.0,-626939.4728846875,7
296,135,8,(turtle 186),10,0.0,-230945.21302175836,11
546,135,6,(turtle 186),11,0.0,-827039.440486429,9
207,135,10,(turtle 186),18,0.0065359477124183,-1075530.5817636747,7
488,135,6,(turtle 186),13,0.0384615384615384,-419665.62134380935,13
100,135,5,(turtle 186),10,0.0,-341782.9107282699,9
646,135,7,(turtle 186),12,0.0,-1288.19321949385,11
186,135,3,(turtle 186),22,0.0259740259740259,-3958050.2768031936,8
200,135,12,(turtle 186),22,0.0043290043290043,-613654.8119130726,10
373,135,3,(turtle 186),14,0.0329670329670329,-1167051.7030034205,9
868,135,0,(turtle 186),19,0.0350877192982456,-10965681.221518649,8
209,135,11,(turtle 186),18,0.0065359477124183,-303104.3828884916,14
682,135,11,(turtle 186),16,0.0333333333333333,-1116756.7189621392,7
211,135,9,(turtle 186),20,0.0263157894736842,-296579.101468676,8
678,135,4,(turtle 186),15,0.0095238095238095,-2498968.278496341,11
