who,color,hierarchy,polity,degree,clustering-coeff,resources
466,105,0,(turtle 317),11,0.0363636363636363,3964076670422.466
964,105,0,(turtle 317),17,0.0294117647058823,3510574812706.6504
362,105,0,(turtle 317),14,0.0769230769230769,2252101989687.368
377,105,0,(turtle 317),17,0.0735294117647058,3039248930430.62
993,105,0,(turtle 317),16,0.025,2113249728543.733
717,105,0,(turtle 317),18,0.065359477124183,2451387504294.4365
785,105,0,(turtle 317),14,0.0439560439560439,2657182919239.2217
148,105,107,(turtle 317),102,0.0056299747621821,3429422132.239004
38,105,0,(turtle 317),16,0.0333333333333333,1972767946619.0312
279,105,0,(turtle 317),16,0.0416666666666666,3120102420383.22
347,105,0,(turtle 317),14,0.0549450549450549,3865484417144.514
79,105,0,(turtle 317),10,0.0666666666666666,1997712424436.0947
804,105,0,(turtle 317),17,0.0588235294117647,2834644458794.271
230,105,0,(turtle 317),19,0.0760233918128654,3773548486334.485
339,105,0,(turtle 317),14,0.0769230769230769,1255385405782.3582
942,105,0,(turtle 317),12,0.0454545454545454,1805157155833.9287
151,105,0,(turtle 317),20,0.0526315789473684,6882054532891.423
904,105,0,(turtle 317),11,0.0363636363636363,2885115172025.535
816,105,0,(turtle 317),12,0.0757575757575757,2294940638400.5674
277,105,0,(turtle 317),18,0.0588235294117647,3175382801523.8813
551,105,49,(turtle 317),57,0.0363408521303258,1109251235.8618748
953,105,0,(turtle 317),17,0.0661764705882353,4285831662929.0186
934,105,39,(turtle 317),41,0.0170731707317073,722076231.1408468
316,105,0,(turtle 317),8,0.1428571428571428,1253411492195.4695
342,105,99,(turtle 317),98,0.0134651798863875,2357236245.548766
457,105,0,(turtle 317),13,0.0641025641025641,4075256378787.492
577,105,0,(turtle 317),10,0.0444444444444444,4316288770402.376
282,105,0,(turtle 317),14,0.0879120879120879,3720955032852.6816
572,105,0,(turtle 317),19,0.0760233918128654,2312473100005.101
165,105,0,(turtle 317),15,0.1047619047619047,2074489553790.4055
929,105,1,(turtle 317),13,0.0512820512820512,428546799.4165664
232,105,0,(turtle 317),17,0.0808823529411764,3262974753145.5537
391,105,0,(turtle 317),13,0.0641025641025641,1469837544526.061
427,105,118,(turtle 317),108,0.0098650051921079,6946695275.916816
94,105,0,(turtle 317),8,0.0,2723505981178.78
849,105,45,(turtle 317),50,0.0261224489795918,1354553821.7586565
706,105,1,(turtle 317),13,0.0769230769230769,62947002.78389695
459,105,0,(turtle 317),11,0.0363636363636363,1828042526179.4668
986,105,109,(turtle 317),107,0.0148122024334332,4322999683.006172
311,105,112,(turtle 317),114,0.0138177301661232,4499057514.534129
66,105,21,(turtle 317),27,0.0541310541310541,669915209.0426418
330,105,25,(turtle 317),37,0.0525525525525525,1067892733.475061
674,105,0,(turtle 317),20,0.0684210526315789,3363532030350.609
789,105,0,(turtle 317),15,0.0380952380952381,1411829695261.8247
480,105,0,(turtle 317),14,0.0659340659340659,2411832423134.0605
806,105,0,(turtle 317),10,0.0,4862041639630.007
615,105,0,(turtle 317),20,0.0421052631578947,1424121164903.4807
49,105,0,(turtle 317),12,0.0757575757575757,3953714641096.643
627,105,0,(turtle 317),17,0.0808823529411764,3835951669069.68
622,105,12,(turtle 317),26,0.0892307692307692,413563577.9125111
434,105,117,(turtle 317),113,0.0080594184576485,7005773565.373804
68,105,0,(turtle 317),17,0.0294117647058823,3010684448264.428
142,105,0,(turtle 317),13,0.0769230769230769,2410153667882.245
751,105,33,(turtle 317),43,0.0487264673311184,689861539.1583656
135,105,0,(turtle 317),10,0.0666666666666666,3720658594261.329
110,105,0,(turtle 317),16,0.0583333333333333,1894795471781.474
176,105,0,(turtle 317),22,0.0432900432900432,5540227958087.166
787,105,0,(turtle 317),12,0.0606060606060606,2628673393701.683
170,105,0,(turtle 317),12,0.0606060606060606,2440411427359.866
388,105,0,(turtle 317),15,0.0476190476190476,3075780159388.677
425,105,0,(turtle 317),10,0.0444444444444444,1510818162586.0117
149,105,0,(turtle 317),19,0.0467836257309941,4120536250481.901
111,105,0,(turtle 317),9,0.0555555555555555,1650063671100.805
624,105,0,(turtle 317),16,0.025,2613897111513.7383
60,105,0,(turtle 317),10,0.0666666666666666,1869203492593.408
241,105,0,(turtle 317),19,0.0701754385964912,2857406600024.268
389,105,1,(turtle 317),11,0.0545454545454545,182996788.7514894
97,105,0,(turtle 317),9,0.0,1589291225702.7456
515,105,0,(turtle 317),18,0.0457516339869281,3506666588134.5635
103,105,3,(turtle 317),17,0.0661764705882353,223578553.3244576
727,105,0,(turtle 317),15,0.0476190476190476,2749058116304.621
689,105,0,(turtle 317),14,0.0989010989010989,2923047427615.2134
298,105,0,(turtle 317),10,0.0,3835715755664.4185
120,105,0,(turtle 317),20,0.0368421052631578,2654707335798.244
841,105,15,(turtle 317),33,0.0776515151515151,374342170.1843668
685,105,0,(turtle 317),15,0.0666666666666666,2606626880985.572
628,105,1,(turtle 317),11,0.0,119232597.4722631
385,105,0,(turtle 317),18,0.0392156862745098,2128974370555.055
962,105,0,(turtle 317),10,0.0666666666666666,2415965208399.948
809,105,0,(turtle 317),15,0.0666666666666666,2243070264325.245
698,105,0,(turtle 317),19,0.0467836257309941,3163878805341.4644
830,105,0,(turtle 317),18,0.0849673202614379,1710055386989.8245
184,105,112,(turtle 317),107,0.0283900546640804,4574794217.0190935
280,105,0,(turtle 317),14,0.0219780219780219,3056777342241.4893
390,105,109,(turtle 317),103,0.0129449838187702,4195403021.065378
946,105,0,(turtle 317),18,0.0849673202614379,2178219059624.378
989,105,0,(turtle 317),17,0.0514705882352941,3979015823475.182
441,105,0,(turtle 317),10,0.0444444444444444,5181869607790.671
822,105,0,(turtle 317),13,0.0512820512820512,3475299136820.079
346,105,0,(turtle 317),16,0.0333333333333333,4415005945246.413
932,105,0,(turtle 317),16,0.0583333333333333,2276580461988.9507
157,105,0,(turtle 317),15,0.0952380952380952,1917802833709.5325
304,105,0,(turtle 317),13,0.0256410256410256,1849240760213.282
509,105,0,(turtle 317),8,0.0,2194392809904.1277
988,105,123,(turtle 317),112,0.0189832689832689,21542521166.94925
877,105,0,(turtle 317),14,0.0659340659340659,4480794527596.117
724,105,0,(turtle 317),20,0.0421052631578947,2828919297749.753
599,105,0,(turtle 317),17,0.0147058823529411,4538202475253.435
943,105,0,(turtle 317),18,0.0522875816993464,3339835681952.2524
86,105,0,(turtle 317),17,0.0441176470588235,3784671309878.9824
240,105,0,(turtle 317),14,0.0769230769230769,3730074180359.952
26,105,0,(turtle 317),13,0.0128205128205128,1989564786196.738
332,105,0,(turtle 317),16,0.0916666666666666,2430859415979.234
258,105,18,(turtle 317),33,0.0814393939393939,529939162.40505695
883,105,0,(turtle 317),19,0.0818713450292397,2550303623238.425
333,105,0,(turtle 317),22,0.0562770562770562,3500320908701.765
607,105,0,(turtle 317),10,0.0444444444444444,3307240048055.645
245,105,0,(turtle 317),15,0.0285714285714285,2361965003417.273
158,105,1,(turtle 317),21,0.0857142857142857,116909752.57240652
433,105,0,(turtle 317),11,0.0363636363636363,2784347329889.617
417,105,0,(turtle 317),16,0.0333333333333333,4763079192036.503
283,105,133,(turtle 317),126,0.011047619047619,254379478339.66904
432,105,0,(turtle 317),17,0.0808823529411764,3161296903477.897
552,105,0,(turtle 317),14,0.0549450549450549,3361158683841.4746
23,105,0,(turtle 317),18,0.0784313725490196,3245772251819.541
944,105,0,(turtle 317),15,0.0571428571428571,1497578667687.763
7,105,0,(turtle 317),31,0.086021505376344,8980084614206.82
882,105,80,(turtle 317),81,0.0169753086419753,2181574656.8060546
798,105,0,(turtle 317),10,0.1111111111111111,2671973902794.9834
984,105,0,(turtle 317),11,0.0545454545454545,1282529937752.8914
836,105,0,(turtle 317),19,0.0935672514619883,4238277738309.1177
979,105,0,(turtle 317),15,0.0380952380952381,5927670307322.023
410,105,102,(turtle 317),103,0.0201789453645535,2553545171.415174
314,105,0,(turtle 317),9,0.0555555555555555,2744401479747.061
229,105,0,(turtle 317),18,0.0196078431372549,2882449644616.1064
947,105,114,(turtle 317),108,0.0147109726548978,6500751726.632369
824,105,0,(turtle 317),17,0.0661764705882353,1809433941201.7605
840,105,0,(turtle 317),20,0.0736842105263157,2871350086461.407
407,105,4,(turtle 317),20,0.0947368421052631,167773976.29139298
123,105,0,(turtle 317),13,0.0897435897435897,2473982216889.156
487,105,0,(turtle 317),20,0.0526315789473684,3875450095822.626
965,105,0,(turtle 317),19,0.0526315789473684,2357598645347.787
439,105,0,(turtle 317),20,0.0789473684210526,1592552349937.2068
856,105,0,(turtle 317),16,0.0583333333333333,3529980756305.761
25,105,0,(turtle 317),15,0.0761904761904762,4742123610992.248
371,105,0,(turtle 317),17,0.0514705882352941,2963590464476.549
514,105,0,(turtle 317),13,0.1025641025641025,3373612205663.9624
635,105,0,(turtle 317),19,0.0409356725146198,2928687443260.654
284,105,0,(turtle 317),13,0.0769230769230769,2495392203692.367
249,105,0,(turtle 317),19,0.0409356725146198,2712679281172.0483
